LANG,LANG1_R,HOWWELL_R,AF_HHLD,SATISFACTION,KIDS_LT1Y,KIDS_1_4Y,KIDS_5_11Y,KIDS_12_17Y,ENRPUBCHK,ENRPRVCHK,ENRHMSCHK,ENROLLNONE,CHILDCARE,CHILDCARE_RSLT1,CHILDCARE_RSLT2,CHILDCARE_RSLT3,CHILDCARE_RSLT4,CHILDCARE_RSLT5,CHILDCARE_RSLT6,CHILDCARE_RSLT7,CHILDCARE_RSLT8,CHILDCARE_RSLT9,FRMLA_AGE,BABY_FED,FRMLA_DIFFCLT,WRKLOSSRV,ANYWORK,KINDWORK,RSNNOWRKRV,TWDAYS_RESP,SEEING,HEARING,MOBILITY,REMEMBERING,SELFCARE,UNDERSTAND,ANXIOUS,WORRY,INTEREST,DOWN,MHLTH_NEED,MHLTH_GET,MHLTH_SATISFD,MHLTH_DIFFCLT,HLTHINS1,HLTHINS2,HLTHINS3,HLTHINS4,HLTHINS5,HLTHINS6,HLTHINS7,HLTHINS8,SOCIAL1_first,SOCIAL2_first,SOCnew1,SOCnew2,FALLVAC_1,FALLVAC_2,RSVVACC,SHRTGMEDICAL1,SHRTGMEDICAL2,SHRTGMEDICAL3,SHRTGMEDICAL4,SHRTGMEDICAL5,SHRTGMED_RSP_ALT1,SHRTGMED_RSP_ALT2,SHRTGMED_RSP_ALT3,SHRTGMED_RSP_ALT4,SHRTGMED_RSP_ALT5,SHRTGMED_RSP_ALT6,SHRTGMED_RSP_ALT7,SHRTGMED_RSP_ALT8,SHRTGMED_RSP_ALT9,CURFOODSUF,CHILDFOOD,FOODRSNRV1,FOODRSNRV2,FOODRSNRV3,FOODRSNRV4,FREEFOOD,FDBENEFIT1,FDBENEFIT2,FDBENEFIT3,FDBENEFIT4,FDBENEFIT5,SCHLFDEXPNS,EXPNS_DIF,PRICECHNG,PRICESTRESS,PRICECONCRN,TENURE,RENTCUR,MORTCUR,EVICT,FORECLOSE,ENERGY,HSE_TEMP,ENRGY_BILL,TRANSPORT1,TRANSPORT2,TRANSPORT3,TRANSPORT4,TRANSPORT5,TRANSPORT6,TRANSPORT7,TRANSPORT8,TRANSPORT9,TRANSPORT10,TRANSPORT11,TRANSPORT12,ACCESS_TRANSP,NEEDS_TRANSP1,NEEDS_TRANSP2,NEEDS_TRANSP3,NEEDS_TRANSP4,NEEDS_TRANSP5,NEEDS_TRANSP6,NEEDS_TRANSP7,LIVENTERTAINMENT,ARTEXHIBIT,MOVIES,CREATEART,PARTINARTS,TRUST1,TRUST2_MILITARY,TRUST2_POLICE,TRUST2_SUPREME,TRUST2_PRESIDENCY,TRUST2_SCHOOLS,TRUST2_CRIMJUST,TRUST2_CONGRESS,TRUST2_CENSUS,TRUST2_STATISTICAL,FEDSTAT_TRUST,NDX1_AFFECTED,NDX2_HURRICANE,NDX2_FLOOD,NDX2_FIRE,NDX2_TORNADO,NDX2_VOLCANIV,NDX2_EARTHQUAKE,NDX2_LANDSLID,NDX2_OTHER,NDX3,NDX5_NUM_DISPLACED,NDX6_DUR_DISPLACED,NDX7_SETTLE,NDX8_RELATIVES,NDX8_STRANGERS,NDX8_NONE,NDX10_POSSESSIONS,ND5_FDSHRTAGE,ND5_FDSHRTAGE_STILL,ND5_WATER,ND5_WATER_STILL,ND5_ELECTRICITY,ND5_ELECTRICITY_STILL,ND5_UNSANITARY,ND5_UNSANITARY_STILL,ND5_ISOLATE,ND5_ISOLATE_STILL,ND5_CRIME,ND5_CRIME_STILL,ND5_SCAM,ND5_SCAM_STILL,ND5_INTERNET,ND5_INTERNET_STILL,NDX11_WORK,NDX11_WORK_STILL,NDX11_SCHOOL,NDX11_SCHOOL_STILL,NDX11_MEDICAL,NDX11_MEDICAL_STILL,NDX11_HOUSING,NDX14_FOOD,NDX14_SHELTER,NDX14_MEDICAL,NDX14_EMOTIONAL,NDX14_ELECTRICITY,NDX14_FRESHWATER,NDX14_NONE_NEEDED,NDX16_INSURANCE,SCRAMID,THHLD_NUMKID,TENROLLPUB,TENROLLPRV,TENROLLHMSCH,PWEIGHT,HWEIGHT,A_SEX1,A_AGE1,A_BIRTH_YEAR1,A_HISPANIC1,A_RACE1,A_EDUC1,AHHLD_NUMKID,HHLD_NUMPER,THHLD_NUMADULT,MARITAL1,ESEX1,RRACE1,RHISPANIC1,TAGE1,TBIRTH_YEAR1,REDUC1
,,,,8.0,-99.0,-99.0,-99.0,-99.0,,,,,3.0,,,,,,,,,,,,,2.0,1.0,2.0,,4.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,5.0,1.0,2.0,2.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,2.0,1.0,1.0,1.0,1.0,,,,,2.0,2.0,2.0,-99.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R01G11BL5,4.0,,,,31906.885633870144,7660.655938237228,2,1,2,2,2,1,2,4.0,4.0,1.0,2.0,1,1,55.0,1968.0,6
,,,,8.0,1.0,1.0,-99.0,-99.0,,,,,3.0,,,,,,,,,,2.0,1.0,,2.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,1.0,1.0,2.0,1.0,2.0,,1.0,,,2.0,2.0,2.0,1.0,-99.0,-99.0,1.0,1.0,1.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R01TYCPB3,4.0,,,,42258.34273213232,20567.784996226263,2,1,2,2,2,1,2,3.0,2.0,1.0,1.0,1,1,32.0,1991.0,7
,,,,10.0,-99.0,-99.0,-99.0,1.0,-99.0,1.0,-99.0,-99.0,3.0,,,,,,,,,,,,,1.0,1.0,4.0,,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,2.0,2.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,1.0,-99.0,-99.0,1.0,-99.0,-99.0,3.0,3.0,1.0,2.0,1.0,2.0,,1.0,,,1.0,1.0,1.0,1.0,-99.0,-99.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,2.0,2.0,1.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,1.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R01A75FW6,5.0,-99.0,1.0,-99.0,133816.43461357828,32128.54041035092,2,1,2,2,2,1,2,5.0,4.0,6.0,1.0,3,1,26.0,1997.0,4
,,,,9.0,-99.0,-99.0,-99.0,1.0,1.0,-99.0,-99.0,-99.0,3.0,,,,,,,,,,,,,2.0,1.0,1.0,,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,2.0,2.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,,,,,2.0,2.0,2.0,1.0,1.0,-99.0,1.0,-99.0,-99.0,1.0,1.0,1.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R01I93609,2.0,2.0,-99.0,-99.0,33946.25652695175,15504.218241975364,2,1,2,2,2,1,2,5.0,2.0,1.0,1.0,1,1,43.0,1980.0,5
,,,,9.0,-99.0,-99.0,-99.0,-99.0,,,,,3.0,,,,,,,,,,,,,2.0,1.0,2.0,,3.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,1.0,1.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,3.0,1.0,1.0,1.0,2.0,,1.0,,,2.0,2.0,2.0,1.0,-99.0,-99.0,1.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,1.0,1.0,2.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,1.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R014RVLI2,1.0,,,,7462.074341398444,6936.249687305296,2,1,2,2,2,1,2,1.0,1.0,6.0,1.0,4,2,51.0,1973.0,6
,,,,8.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,3.0,,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,1.0,1.0,3.0,3.0,3.0,1.0,,,,2.0,2.0,2.0,1.0,-99.0,-99.0,1.0,-99.0,1.0,1.0,1.0,1.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,2.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R01I0YJM3,0.0,,,,35874.22742746839,33346.303908500566,2,1,2,2,2,1,2,1.0,1.0,6.0,1.0,1,1,26.0,1997.0,7
,,,,11.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,5.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,2.0,1.0,1.0,2.0,-99.0,2.0,2.0,2.0,1.0,5.0,5.0,2.0,1.0,1.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,1.0,1.0,4.0,4.0,1.0,,,,,2.0,2.0,2.0,1.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.0,,,,,,,1.0,1.0,,1.0,,2.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,,R01JEOXU3,0.0,,,,22882.612079056464,10635.079712187557,2,1,2,2,2,1,2,2.0,2.0,1.0,1.0,1,1,81.0,1942.0,4
,,,,1.0,1.0,-99.0,-99.0,-99.0,,,,,3.0,,,,,,,,,,1.0,3.0,3.0,2.0,2.0,,4.0,,1.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,4.0,2.0,3.0,,,,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,3.0,4.0,2.0,2.0,2.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,2.0,1.0,1.0,-99.0,-99.0,-99.0,,4.0,1.0,1.0,1.0,3.0,1.0,,,,2.0,2.0,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,1.0,-99.0,-99.0,-99.0,1.0,5.0,1.0,-99.0,-99.0,-99.0,-99.0,1.0,-99.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,1.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R01SE56D3,2.0,,,,111964.11984214689,53763.855826013445,2,1,2,2,2,1,2,2.0,2.0,1.0,2.0,2,1,54.0,1969.0,3
,,,,7.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,5.0,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,2.0,,1.0,-99.0,-99.0,-99.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,2.0,1.0,2.0,1.0,1.0,,,,,2.0,2.0,2.0,-99.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R012V7IF1,0.0,,,,38283.07111233871,18383.08128320596,2,1,2,2,2,1,2,2.0,2.0,1.0,1.0,1,1,70.0,1953.0,3
,,,,10.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,3.0,,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,2.0,,-99.0,1.0,-99.0,-99.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,2.0,1.0,1.0,1.0,3.0,1.0,,,,2.0,1.0,2.0,1.0,1.0,-99.0,-99.0,1.0,-99.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,2.0,,,,,,,,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R014FJTW9,0.0,,,,8750.201351556778,8133.607172991484,2,1,2,2,2,1,2,1.0,1.0,2.0,1.0,1,2,59.0,1965.0,7
,,,,10.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,1.0,1.0,3.0,1.0,2.0,,1.0,,,2.0,2.0,2.0,1.0,1.0,-99.0,1.0,-99.0,1.0,1.0,1.0,1.0,-99.0,-99.0,-99.0,1.0,,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R014GWME7,0.0,,,,12959.618195681782,6023.201025932662,2,1,2,2,2,1,2,2.0,2.0,1.0,2.0,1,1,51.0,1972.0,7
,,,,8.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,1.0,2.0,1.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,2.0,,1.0,-99.0,-99.0,-99.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,2.0,1.0,3.0,1.0,2.0,,1.0,,,2.0,2.0,2.0,1.0,-99.0,-99.0,1.0,1.0,-99.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R015WZ584,0.0,,,,22635.13295243697,7013.373077439812,2,1,2,2,2,1,2,3.0,3.0,4.0,2.0,1,1,62.0,1962.0,7
,,,,7.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,2.0,3.0,2.0,2.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,2.0,,1.0,-99.0,-99.0,-99.0,2.0,1.0,-99.0,-99.0,-99.0,-99.0,,3.0,1.0,1.0,1.0,3.0,1.0,,,,2.0,2.0,2.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,2.0,,,,,,,,2.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R01Z5WG29,0.0,,,,219547.4157716077,70282.72762833945,2,1,2,2,2,1,2,3.0,3.0,6.0,2.0,4,2,67.0,1956.0,2
,,,,6.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,4.0,,3.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,,,,,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.0,3.0,4.0,4.0,1.0,1.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,1.0,1.0,3.0,1.0,3.0,1.0,,,,2.0,2.0,2.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,1.0,1.0,-99.0,-99.0,-99.0,2.0,,,,,,,,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,1.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R01GH3E16,0.0,,,,25507.41984568076,24829.7066697563,2,1,2,2,2,1,2,1.0,1.0,6.0,2.0,4,1,57.0,1966.0,7
,,,,9.0,-99.0,-99.0,-99.0,1.0,1.0,-99.0,-99.0,-99.0,2.0,,,,,,,,,,,,,2.0,1.0,1.0,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,-99.0,-99.0,-99.0,1.0,4.0,4.0,3.0,2.0,1.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,-99.0,-99.0,-99.0,1.0,-99.0,2.0,1.0,2.0,,3.0,2.0,,1.0,,,2.0,2.0,2.0,1.0,1.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R01HX6E29,2.0,2.0,-99.0,-99.0,16008.031003994744,7440.0022678562045,2,1,2,2,2,1,2,4.0,2.0,1.0,1.0,1,2,44.0,1979.0,7
,,,,9.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,4.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,5.0,1.0,1.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,1.0,1.0,3.0,2.0,1.0,,,,,2.0,2.0,2.0,1.0,-99.0,-99.0,1.0,1.0,1.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R014VO3G6,0.0,,,,26407.45229472672,12061.032510813971,2,1,2,2,2,1,2,2.0,2.0,1.0,2.0,1,1,72.0,1951.0,4
,,,,7.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,3.0,,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,1.0,1.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,1.0,1.0,2.0,1.0,2.0,,1.0,,,2.0,2.0,2.0,1.0,1.0,-99.0,1.0,1.0,1.0,1.0,1.0,-99.0,-99.0,1.0,-99.0,1.0,,,,,,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,3.0,4.0,2.0,2.0,1.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R01TEHJ64,0.0,,,,19439.42729352267,6023.201025932661,2,1,2,2,2,1,2,3.0,3.0,1.0,2.0,1,1,52.0,1972.0,7
,,,,7.0,-99.0,-99.0,1.0,-99.0,1.0,-99.0,-99.0,-99.0,3.0,,,,,,,,,,,,,1.0,2.0,,6.0,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,3.0,1.0,1.0,1.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,2.0,3.0,-99.0,-99.0,-99.0,1.0,2.0,-99.0,-99.0,1.0,-99.0,-99.0,3.0,1.0,1.0,3.0,3.0,2.0,,1.0,,,2.0,2.0,2.0,1.0,1.0,-99.0,1.0,1.0,1.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R01CDVR57,1.0,1.0,-99.0,-99.0,18241.26119278249,8759.239462035563,2,1,2,2,2,1,2,3.0,2.0,1.0,1.0,3,1,46.0,1978.0,6
,,,,10.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,1.0,1.0,3.0,3.0,1.0,,,,,2.0,2.0,2.0,1.0,1.0,-99.0,1.0,-99.0,-99.0,1.0,1.0,1.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R01UYZFL9,0.0,,,,26151.735087321904,5972.119604384731,2,1,2,2,2,1,2,4.0,4.0,1.0,2.0,1,1,59.0,1965.0,6
,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,1.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,2.0,,-99.0,-99.0,-99.0,1.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,2.0,1.0,2.0,1.0,1.0,,,,,2.0,2.0,2.0,1.0,1.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.0,,,,,,,1.0,1.0,,1.0,,1.0,,1.0,,2.0,,2.0,,5.0,1.0,1.0,,2.0,,1.0,,1.0,,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,,R01DTGYL5,0.0,,,,48811.58940903021,11343.00451474094,2,1,2,2,2,1,2,4.0,4.0,1.0,1.0,1,1,54.0,1970.0,7
,,,,10.0,-99.0,-99.0,1.0,1.0,1.0,-99.0,-99.0,-99.0,3.0,,,,,,,,,,,,,2.0,1.0,2.0,,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,5.0,2.0,1.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,,1.0,,,2.0,2.0,2.0,-99.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,2.0,,,,,,,2.0,1.0,,1.0,,2.0,,1.0,,1.0,,1.0,,1.0,,2.0,,2.0,,2.0,,1.0,,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,1.0,R01YBKJS4,2.0,2.0,-99.0,-99.0,19322.280256625523,8980.355478670228,2,1,2,2,2,1,2,4.0,2.0,1.0,1.0,3,1,42.0,1981.0,6
